1,0.6,13.96966,0.66016,0.43223
2,0.61,14.13272,0.66837,0.42736
3,0.62,14.10392,0.66236,0.42506
4,0.63,14.37078,0.65688,0.42929
5,0.64,15.06941,0.67558,0.43114
6,0.65,15.26871,0.67400,0.41726
7,0.66,15.62603,0.67741,0.42378
14,0.73,16.79970,0.67559,0.41526
20,0.79,17.46406,0.66540,0.40862
100,0.75,11.57204,0.45839,0.79704
101,0.75,17.15121,0.69189,0.40875
102,0.75,17.15015,0.68335,0.39274
103,0.75,17.08835,0.67966,0.40248
104,0.75,17.12352,0.67994,0.40842
105,0.75,16.98515,0.67225,0.50270
106,0.79,17.53616,0.68275,0.39315
107,0.79,17.50768,0.67768,0.39421
108,0.79,17.28803,0.67019,0.41542
109,0.79,17.38624,0.67144,0.41474
333,0.7,18.44196,0.67920,0.40785

301,0.1,11.86604,0.56757,0.46316
302,0.2,16.41493,0.64196,0.42082
303,0.3,18.55179,0.68302,0.40927
304,0.4,16.37952,0.68135,0.40966
305,0.5,14.03327,0.65799,0.43494
306,0.6,11.99210,0.60434,0.48346
6,0.75,18.93344,0.70380,0.38651
6,0.75,18.93344,0.70380,0.38651
110,0.75,18.87286,0.70217,0.39780
111,0.75,18.28274,0.68014,0.39194
112,0.75,19.07787,0.69999,0.38764

401,0.75,19.01807,0.70541,0.36865
403,0.75,19.02091,0.70633,0.36986

601,0.79,16.61911,0.56124,0.46834
601,0.79,16.44772,0.58870,0.47932
602,0.79,16.62116,0.56342,0.46729
603,0.79,15.94998,0.53784,0.60441
603,0.79,16.51707,0.56099,0.48567
604,0.0,14.44881,0.53957,0.51925
606,0.0,15.18621,0.52788,0.48971
607,0.0,15.83793,0.69653,0.52950
610,0.79,18.15557,0.70696,0.48001
611,0.79,18.65557,0.73096,0.54884
614,0.0,18.96277,0.70387,0.39564
615,0.0,19.08899,0.76636,0.46302
617,0.0,18.95339,0.70532,0.39698
618,0.0,18.84177,0.68677,0.42280
618,0.0,18.84194,0.68670,0.42131
619,0.0,18.43280,0.64682,0.41122
620,0.0,18.76633,0.66809,0.40095

1111,0.79,17.45913,0.73183,0.57021
1112,0.79,17.48077,0.73083,0.56788
1113,0.79,18.93969,0.74325,0.55248
1114,0.79,19.20560,0.76923,0.46739
1116,0.79,18.94138,0.74354,0.55047
1117,0.79,19.14927,0.76847,0.46655
1118,0.79,19.13888,0.76461,0.47175
1120,0.79,19.14974,0.76751,0.47069
1119,0.79,19.21495,0.77019,0.46323
1121,0.79,19.18284,0.76977,0.46322
1122,0.79,19.20324,0.77024,0.46036
1123,0.79,19.11271,0.76771,0.46437
1120,0.79,19.19827,0.76973,0.46413
1120,0.79,19.20909,0.77028,0.46327
1126,0.79,18.06080,0.59912,0.44062
1128,0.79,18.90767,0.70629,0.39109
1131,0.79,18.95614,0.70367,0.38774
1131,0.79,19.11605,0.76704,0.47101
1136,0.79,19.21842,0.76979,0.46525
1136,0.79,18.11262,0.74309,0.47588
1136,0.0,6.37984,0.21964,1.01958
1136,0.0,19.21951,0.77199,0.45459
1137,0.0,19.27061,0.77267,0.45123
801,0.0,19.10546,0.76519,0.47933
802,0.0,16.48114,0.61000,0.73604
803,0.0,0.0,1.0,16.54969,0.60987,0.73708
804,1.0,0.0,0.0,17.79654,0.59378,0.46410
805,1.0,0.0,1.0,18.48220,0.62954,0.42633
2201,0.0,1.0,0.0,12.44130,0.51763,0.78389
2203,1.0,1.0,0.0,19.19360,0.76854,0.46970
2204,1.0,1.0,0.0,19.00921,0.76753,0.44752
2206,1.0,1.0,0.0,19.13115,0.77275,0.43078
2207,1.0,1.0,1.0,19.11440,0.77205,0.43451
2210,1.0,1.0,1.0,19.02873,0.76004,0.48932
2207,1.0,1.0,1.0,19.00885,0.77121,0.43067
2212,1.0,1.0,1.0,18.72211,0.69480,0.40377
2213,1.0,1.0,0.1,18.69043,0.68998,0.40813
2215,1.0,1.0,1.0,1.0,19.05688,0.75280,0.51710
2216,1.0,1.0,1.0,2.0,19.03564,0.75569,0.50824
2217,1.0,1.0,1.0,3.0,19.13870,0.76296,0.48147
2218,1.0,1.0,1.0,4.0,19.06829,0.76275,0.47727
2219,1.0,1.0,1.0,5.0,19.00540,0.76354,0.46523
2220,1.0,1.0,1.0,6.0,18.95795,0.76423,0.45635
2221,1.0,1.0,1.0,7.0,18.86976,0.76312,0.45007
2222,1.0,1.0,1.0,8.0,18.77607,0.76176,0.44813
2223,1.0,1.0,1.0,9.0,18.63967,0.75735,0.44788
2224,1.0,1.0,1.0,10.0,18.50598,0.75672,0.43966
2225,1.0,1.0,1.0,11.0,18.45341,0.75489,0.43610
2306,1.0,1.0,1.0,3.0,19.18971,0.77154,0.45213
2307,1.0,1.0,1.0,3.0,18.99683,0.72478,0.38138
2307,1.0,1.0,1.0,3.0,18.90022,0.72188,0.39094

1,1.0,1.0,1.0, 0.1, 19.18585,0.77011,0.44611

1,1.0,1.0,1.0ï¼Œ1.0, 18.27889,0.73134,0.49663
1,1.0,1.0,1.0, 5.0, 18.43269,0.74172,0.48835
1,1.0,1.0,1.0, 0.05, 19.19251,0.77072,0.44251
100002,1.0,1.0,1.0,19.25317,0.77743,0.42696
########ablation
1,0.0,0.0,1.0,16.58901,0.60710,0.72009
2,0.0,1.0,0.0,12.47239,0.51414,0.78124
3,1.0,0.0,0.0,18.69088,0.73512,0.53473
12,1.0,1.0,1.0,16.17381,0.72485,0.51520
13,1.0,1.0,1.0,17.56966,0.75015,0.49630
